Borough,Days Needed to Resolve Complaint,Community Board,Descriptor,Action Taken,Open Data Channel Type
BROOKLYN,12,12 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,11,15 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,8,15 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
MANHATTAN,14,02 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
MANHATTAN,2,03 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
MANHATTAN,6,04 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
MANHATTAN,1,04 MANHATTAN,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
MANHATTAN,4,05 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
MANHATTAN,7,06 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
MANHATTAN,5,07 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
MANHATTAN,14,08 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
MANHATTAN,16,08 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
MANHATTAN,3,09 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
MANHATTAN,1,10 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
MANHATTAN,1,10 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
MANHATTAN,10,12 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
QUEENS,0,07 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,3,01 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,1,01 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,2,01 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,1,01 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,1,01 STATEN ISLAND,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
STATEN ISLAND,1,01 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,2,01 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,6,01 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,5,01 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,2,01 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,1,01 STATEN ISLAND,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
STATEN ISLAND,1,02 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,1,02 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,2,02 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,2,02 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,2,02 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,2,02 STATEN ISLAND,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
STATEN ISLAND,1,03 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,2,03 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,2,03 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,1,03 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,1,03 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,1,03 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,0,12 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,1,12 BRONX,15I Street Condition Ice-Non Storm,No Action Taken,PHONE
BRONX,1,12 BRONX,15I Street Condition Ice-Non Storm,Action Taken,PHONE
BRONX,0,12 BRONX,15I Street Condition Ice-Non Storm,Action Taken,PHONE
BROOKLYN,2,08 BROOKLYN,15I Street Condition Ice-Non Storm,Action Taken,PHONE
BROOKLYN,0,12 BROOKLYN,15I Street Condition Ice-Non Storm,Action Taken,PHONE
BROOKLYN,0,12 BROOKLYN,15I Street Condition Ice-Non Storm,Action Taken,PHONE
BROOKLYN,0,12 BROOKLYN,15I Street Condition Ice-Non Storm,Action Taken,PHONE
BROOKLYN,1,13 BROOKLYN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BROOKLYN,1,17 BROOKLYN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BROOKLYN,1,18 BROOKLYN,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
BROOKLYN,1,18 BROOKLYN,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
BROOKLYN,1,18 BROOKLYN,15I Street Condition Ice-Non Storm,No Action Taken,PHONE
MANHATTAN,1,11 MANHATTAN,15I Street Condition Ice-Non Storm,No Action Taken,PHONE
MANHATTAN,0,12 MANHATTAN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,1,01 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,1,05 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,0,05 QUEENS,5 Un-Plowed/Spread Street,Action Taken,PHONE
QUEENS,1,05 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,0,05 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,1,05 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,1,05 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,1,08 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,1,08 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,1,09 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,0,13 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,0,13 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,2,01 STATEN ISLAND,15I Street Condition Ice-Non Storm,No Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,3,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,02 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,3,02 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,1,04 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,2,04 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,3,04 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,2,07 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,2,08 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,0,08 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
BRONX,2,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,4,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,0,10 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,0,11 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,1,12 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,3,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,3,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,3,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,6,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,2,01 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,2,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,2,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,2,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,2,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,7,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,1,02 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,2,06 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,0,07 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,3,08 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,3,08 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
BRONX,0,09 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,0,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,3,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,1,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,0,10 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,3,11 BRONX,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BRONX,3,11 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,3,11 BRONX,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BRONX,2,11 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,0,12 BRONX,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,14,13 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,14,14 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
MANHATTAN,7,10 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
STATEN ISLAND,15,03 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
QUEENS,0,02 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,08 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
BROOKLYN,5,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,11 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,12 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,14 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,18 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,14,01 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,13,07 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,13,08 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,13,11 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,0,06 BROOKLYN,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
BROOKLYN,1,14 BROOKLYN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,0,08 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,0,09 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
BROOKLYN,1,18 BROOKLYN,15I Street Condition Ice-Non Storm,No Action Taken,ONLINE
BROOKLYN,2,18 BROOKLYN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
MANHATTAN,1,01 MANHATTAN,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,ONLINE
MANHATTAN,0,02 MANHATTAN,15I Street Condition Ice-Non Storm,No Action Taken,ONLINE
MANHATTAN,1,09 MANHATTAN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
MANHATTAN,1,09 MANHATTAN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
MANHATTAN,1,12 MANHATTAN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,01 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,1,02 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,2,07 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,ONLINE
QUEENS,1,11 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,ONLINE
QUEENS,1,13 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,13 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,14 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,01 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,ONLINE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,2,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,02 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,ONLINE
STATEN ISLAND,1,02 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,ONLINE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
BRONX,3,01 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,3,01 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,4,01 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
